Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;140;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;180,996;181;14;576;16;1;13;566;
;;134;139,867;142,422;2615;2041;559-420-424-164-423-419-138-160-418-413-421-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;135;139,867;142,43;2615;2041;559-420-424-164-423-419-138-160-418-413-421-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;136;139,807;142,953;2615;2041;559-418-420-424-164-423-419-138-160-413-421-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;137;139,807;143,083;2615;2041;559-418-420-424-164-423-419-138-160-413-421-415-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;138;139,807;144,645;2615;2041;559-418-420-424-164-423-419-138-160-413-421-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;139;139,807;151,99;2615;2041;559-418-420-424-164-423-419-138-160-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;140;139,807;152,066;2615;2041;559-418-420-424-164-419-423-138-160-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;141;139,807;152,083;2615;2041;559-418-420-424-164-419-423-138-160-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;142;139,807;152,642;2615;2041;559-418-420-424-164-419-423-138-160-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;143;139,807;152,722;2615;2041;559-418-420-424-164-419-423-138-160-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;144;139,807;153,289;2615;2041;559-418-420-424-164-419-423-138-160-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;145;139,807;153,422;2615;2041;559-418-420-424-164-423-419-138-160-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;146;139,807;153,438;2615;2041;559-418-420-424-164-423-419-138-160-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;147;139,807;153,444;2615;2041;559-418-420-424-164-419-423-138-160-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;148;139,527;154,184;2615;2041;559-418-424-164-423-419-138-160-420-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;149;139,527;154,267;2615;2041;559-418-424-164-423-419-138-160-420-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;150;139,527;154,62;2615;2041;559-418-424-164-423-419-138-160-420-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;151;139,527;155,743;2615;2041;559-418-424-164-423-419-138-160-420-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;152;139,737;156,023;2615;2041;559-413-418-424-164-138-160-420-423-419-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;153;139,167;156,571;2615;2041;559-418-413-160-420-424-164-138-423-419-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;154;139,517;162,394;2615;2041;559-413-418-424-164-160-420-138-423-419-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;155;139,867;163,022;2615;2041;559-420-424-164-423-419-138-160-418-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;156;139,867;163,028;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;157;139,867;164,681;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;158;139,867;164,772;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;159;139,867;164,801;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;160;139,867;164,816;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;161;139,867;165,205;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;162;139,867;166,322;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;163;139,867;166,432;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;164;139,867;166,446;2615;2041;559-420-424-164-423-419-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;165;139,867;166,538;2615;2041;559-420-424-164-423-419-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;166;139,867;166,544;2615;2041;559-420-424-164-423-419-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;167;139,867;166,557;2615;2041;559-420-424-164-419-423-138-160-418-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;168;138,887;167,855;2615;2041;559-418-413-420-424-164-138-160-423-419-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-111-20-416-110-422-559
;;169;138,887;169,045;2615;2041;559-418-413-420-424-164-138-160-423-419-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;170;138,887;169,64;2615;2041;559-418-413-420-424-164-138-160-423-419-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;171;139,527;169,754;2615;2041;559-418-424-164-423-419-138-160-420-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;172;139,527;171,424;2615;2041;559-418-424-164-419-423-138-160-420-413-421-415-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;173;139,527;173,803;2615;2041;559-418-424-164-423-419-138-160-420-413-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;174;138,887;173,833;2615;2041;559-418-413-420-424-164-138-160-423-419-421-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-422-559
;;175;139,517;81,9107;2668;2008;559-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-20-111-414-416-110-422-424-164-423-419-138-160-420-418-559
;;176;139,517;82,1365;2668;2008;559-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-20-111-414-416-110-422-424-164-419-423-138-160-420-418-559
;;177;139,667;82,1585;2668;2008;559-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-20-111-414-416-110-422-424-164-419-423-138-160-420-559
;;178;139,667;82,214;2668;2008;559-418-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-20-111-414-416-110-422-424-164-419-423-138-160-420-559
;;179;139,667;82,7929;2668;2008;559-418-413-421-46-409-444-442-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-20-111-414-416-110-422-424-164-419-423-138-160-420-559
;;180;139,667;83,3056;2668;2008;559-418-413-421-46-409-444-442-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-111-20-414-416-110-422-424-164-419-423-138-160-420-559
;;181;139,667;83,6606;2668;2008;559-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-111-20-414-416-110-422-424-164-419-423-138-160-420-559
;;182;139,667;83,6669;2668;2008;559-418-413-421-46-409-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-417-1-111-20-414-416-110-422-424-164-419-423-138-160-420-559
;;183;138,727;77,7278;2710;1960;559-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;184;138,727;78,1543;2710;1960;559-413-421-46-409-444-442-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;185;138,727;78,9557;2710;1960;559-413-421-46-409-444-442-412-155-488-334-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;186;138,727;78,9613;2710;1960;559-413-421-46-409-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;187;138,727;78,967;2710;1960;559-413-421-46-409-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;188;138,727;78,9896;2710;1960;559-413-421-46-409-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-418-559
;;189;138,727;79,1755;2710;1960;559-413-421-46-409-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-418-559
;;190;138,727;79,1825;2710;1960;559-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-418-559
;;191;138,727;79,2238;2710;1960;559-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-418-559
;;192;138,727;79,2372;2710;1960;559-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-418-559
;;193;138,727;79,2757;2710;1960;559-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-418-559
;;194;138,727;79,3065;2710;1960;559-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-418-559
;;195;138,727;80,9185;2710;1960;559-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;196;138,727;80,9253;2710;1960;559-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;197;138,727;80,9319;2710;1960;559-413-421-46-409-444-442-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;198;138,727;80,9541;2710;1960;559-413-421-46-409-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;199;138,727;81,033;2710;1960;559-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;200;138,727;81,2076;2710;1960;559-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-423-419-138-160-420-418-559
;;201;138,877;83,4035;2710;1960;559-418-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-419-423-138-160-420-559
;;202;138,877;83,4097;2710;1960;559-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-419-423-138-160-420-559
;;203;138,877;83,4457;2710;1960;559-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-20-111-416-110-422-424-164-419-423-138-160-420-559
;;204;138,877;83,4533;2710;1960;559-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-419-423-138-160-420-559
;;205;138,877;83,6779;2710;1960;559-418-413-421-46-409-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-419-423-138-160-420-559
;;206;139,967;83,6838;2710;1960;559-420-418-413-421-46-409-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-419-423-138-160-559
;;207;139,967;83,8309;2710;1960;559-420-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-419-423-138-160-559
;;208;139,967;84,4371;2710;1960;559-420-418-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-419-423-138-160-559
;;209;139,967;86,7265;2710;1960;559-420-418-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-419-423-138-160-559
;;210;139,967;86,7403;2710;1960;559-420-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-417-1-111-20-416-110-422-424-164-419-423-138-160-559
;;211;139,937;86,8267;2710;1960;559-420-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-111-20-416-110-417-422-424-164-419-423-138-160-559
;;212;139,937;86,8567;2710;1960;559-420-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-111-20-416-110-417-422-424-164-419-423-138-160-559
;;213;139,937;86,8931;2710;1960;559-420-418-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-111-20-416-110-417-422-424-164-419-423-138-160-559
;;214;139,937;86,9018;2710;1960;559-420-418-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-111-20-416-110-417-422-424-164-423-419-138-160-559
;;215;139,937;86,9081;2710;1960;559-420-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-111-20-416-110-417-422-424-164-423-419-138-160-559
;;216;139,937;87,7192;2710;1960;559-420-418-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-111-20-416-110-417-422-424-164-423-419-138-160-559
;;217;139,937;87,8379;2710;1960;559-420-418-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-423-419-138-160-559
;;218;139,937;87,88;2710;1960;559-420-418-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-423-419-138-160-559
;;219;139,937;87,8874;2710;1960;559-420-418-413-421-46-409-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-419-423-138-160-559
;;220;139,937;88,2553;2710;1960;559-420-418-413-421-46-409-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-419-423-138-160-559
;;221;139,937;88,4341;2710;1960;559-420-418-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-124-55-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-419-423-138-160-559
;;222;139,937;88,4624;2710;1960;559-420-418-413-421-46-409-444-442-412-155-334-488-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-419-423-138-160-559
;;223;139,937;88,7757;2710;1960;559-420-418-413-421-46-409-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-419-423-138-160-559
;;224;139,937;88,7905;2710;1960;559-420-418-413-421-46-409-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-340-328-32-513-1-20-111-416-110-417-422-424-164-423-419-138-160-559
